ID,Year,Mileage,State,Make,Model
51160,7307,52153, NV,Scion,xB5dr
51167,7332,87678, WI,Dodge,Ram
51164,7308,84874, CA,Chevrolet,Suburban4WD
51161,7304,49747, VA,Toyota,CorollaL
51168,7303,22363, IL,Volvo,XC60AWD
51165,7304,27333, NH,Hyundai,ElantraLimited
51162,7303,039314, CA,Dodge,JourneyFWD
51169,7304,076892, CO,Subaru,Forester2.5X
51166,7339,088913, AZ,Honda,AccordEX-L
51833,7305,70999, IN,GMC,TerrainFWD
51830,7302,5303, CA,BMW,4
51837,7305,18427, AZ,Toyota,CamrySE
51834,7332,96676, CA,Ford,F-080XL
51831,7304,65085, TX,Jeep,Wrangler
51838,7308,01308, MN,Jeep,PatriotLatitude
51835,7308,72956, IL,Ford,TaurusSHO
51832,7307,95313, OK,Ram,08332WD
51839,7303,96781, WA,Chrysler,Town
51836,7304,48530, WA,Cadillac,CTS
51803,7307,76400, MA,Mercedes-Benz,M-ClassML383
51800,7304,94333, TX,Kia,SorentoLX
51807,7301,70395, FL,BMW,8
51804,7308,15060, IL,Lexus,RX
51801,7301,77510, NC,Ford,F-080XLT
51808,7305,75690, TX,Chevrolet,Silverado
51805,7301,53289, IL,Jeep,Grand
51802,7308,15145, NC,Toyota,CamryXLE
51809,7304,19571, MO,Buick,RegalTurbo
51806,7305,2329, TX,BMW,4
51873,7308,13131, LA,Jeep,CompassSport
51870,7302,04712, FL,Kia,SportageLX
51877,7302,02947, TX,Jeep,Grand
51874,7305,71321, KS,Ford,FusionSE
51871,7308,09381, NY,Kia,ForteLX
51878,7300,85023, CA,Chevrolet,Silverado
51875,7301,98040, MA,Jeep,Wrangler
51872,7305,14421, UT,Chevrolet,Malibu
51879,7301,53489, CA,Kia,SoulBase
51876,7308,70246, TX,Lexus,GSGS
51843,7308,44964, AK,Nissan,Pathfinder4WD
51840,7308,09451, FL,BMW,8
51847,7304,44110, PA,Audi,A8
51844,7302,71913, PA,Ford,Super
51841,7307,83377, FL,Nissan,Pathfinder2WD
51848,7303,90619, NC,Toyota,Tacoma2WD
51845,7301,088888, LA,Toyota,CorollaLE
51842,7305,19740, SC,Chevrolet,Malibu
51849,7305,9540, NC,Toyota,Tacoma4WD
51846,7308,43081, TX,Ford,FiestaSE
51813,7308,40363, MD,Mercedes-Benz,C-ClassC333
51810,7332,26334, IN,Toyota,Highlander4WD
51817,7302,05040, NM,Ford,FlexLimited
51814,7308,08499, PA,Volkswagen,Jetta
51811,7305,06957, MO,Ford,EscapeFWD
51818,7302,4917, TN,Acura,RDXFWD
51815,7302,08320, GA,Chevrolet,TahoeLT
51812,7307,23845, NC,Chevrolet,EquinoxFWD
51819,7300,65670, IN,Cadillac,Escalade
51816,7302,5515, TX,Chevrolet,Silverado
51883,7301,15784, AZ,Chevrolet,CamaroCoupe
51880,7333,25348, FL,Dodge,Dakota2WD
51887,7300,69911, TX,Chrysler,4334dr
51884,7308,70432, TX,Toyota,Tundra
51881,7305,05301, NC,Hyundai,Santa
51888,7305,42683, IL,Chevrolet,Tahoe4WD
51885,7301,97990, FL,Chevrolet,Express
51882,7302,70118, KY,Chevrolet,TraverseAWD
51889,7301,41682, NY,Ford,F-080STX
51886,7304,72408, WA,Jeep,WranglerSahara
51853,7301,49416, CA,Honda,Accord
51850,7307,45383, VA,Toyota,RAV4Base
51857,7305,8773, TX,BMW,8
51854,7300,61632, MO,Honda,AccordSE
51851,7304,97569, IA,GMC,TerrainFWD
51858,7339,88792, UT,Hyundai,Accent4dr
51855,7300,072588, MO,Chevrolet,Suburban4WD
51852,7335,50249, ID,Chevrolet,Silverado
51859,7308,14822, NY,Jeep,Wrangler
51856,7301,44501, MA,Honda,CR-VLX
51823,7305,45782, WA,Toyota,CorollaS
51820,7305,17090, NC,Hyundai,Santa
51827,7308,01502, TX,Dodge,ChallengerR/T
51824,7307,54423, TX,Dodge,Charger4dr
51821,7304,40817, IN,Hyundai,TucsonAWD
51828,7300,033556, MD,Hyundai,TucsonAWD
51825,7302,732, GA,Mercedes-Benz,C-ClassC
51822,7307,87189, FL,Kia,Sportage2WD
51829,7335,058136, GA,Chevrolet,Colorado4WD
51826,7307,14004, OH,Dodge,Caliber4dr
51893,7302,2107, FL,Honda,CivicEX-L
51890,7305,4690, WA,Jeep,Wrangler
51897,7308,44770, AL,Mercedes-Benz,M-ClassML383
51894,7308,42592, TX,Lexus,GX
51891,7301,14545, VA,Honda,AccordLX
51898,7305,00089, AR,Dodge,JourneyFWD
51895,7338,083755, VA,Toyota,4Runner4dr
51892,7305,47140, AL,Ford,Super
51899,7305,15473, NC,Chevrolet,Suburban2WD
51896,7301,22488, CA,GMC,Sierra
51863,7301,14543, OH,Honda,OdysseyEX
51860,7300,29229, VA,Chevrolet,Tahoe4WD
51867,7305,4709, CA,Chrysler,730Limited
51864,7308,78355, NC,Ford,ExplorerXLT
51861,7304,69920, CA,Toyota,Corolla4dr
51868,7304,038565, TX,Chevrolet,TahoeLT
51865,7308,47069, AL,Toyota,SiennaXLE
51862,7335,083945, CO,Lincoln,Navigator4dr
51869,7307,60299, VA,Subaru,Outback3.6R
51866,7301,72879, TX,BMW,X3xDrive28i
51533,7303,57808, NJ,Chevrolet,TraverseFWD
51530,7336,92005, MN,Nissan,Altima4dr
51537,7304,10458, TX,Subaru,Outback2.5i
51534,7304,25905, MO,Hyundai,SonataLimited
51531,7308,27957, TN,Jeep,Wrangler
51538,7308,74478, MS,Toyota,CamryLE
51535,7307,17419, TX,Jeep,Wrangler
51532,7339,077619, TN,Acura,TL4dr
51539,7307,24298, LA,Ford,F-0832WD
51536,7308,59475, TN,Nissan,Murano2WD
51503,7305,9811, OH,Buick,LaCrosseFWD
51500,7308,44836, AZ,Ford,F-0834WD
51507,7305,72912, GA,Dodge,JourneyFWD
51504,7307,089716, CA,Ford,Super
51501,7308,1598, MI,Chrysler,730S
51508,7301,43551, OK,Honda,PilotEX-L
51505,7301,13558, NY,Toyota,CamryXLE
51502,7301,72921, IA,Chevrolet,EquinoxFWD
51509,7302,09731, FL,Cadillac,CTS
51506,7304,46398, MA,Lexus,ESES
51573,7331,036446, CT,Dodge,Ram
51570,7304,032325, IL,GMC,AcadiaAWD
51577,7307,89529, OH,Nissan,Altima4dr
51574,7332,17524, CA,Honda,Accord
51571,7302,74337, VA,Chevrolet,MalibuLT
51578,7308,9128, FL,Jeep,Grand
51575,7302,1680, MD,Ford,FusionHybrid
51572,7308,58296, SC,Honda,OdysseyEX-L
51579,7303,98154, CO,Mercedes-Benz,C-Class4dr
51576,7303,63665, MI,Ford,Super
51543,7301,13441, TX,BMW,4
51540,7307,13101, IN,Chevrolet,Silverado
51547,7307,81181, CA,Toyota,CamryLE
51544,7305,78126, CA,Volkswagen,Golf
51541,7305,77948, MA,Toyota,CamryXLE
51548,7335,059810, WI,Toyota,Sequoia4dr
51545,7301,57273, TX,Ford,EdgeSEL
51542,7307,24660, CA,Mazda,CX-9Touring
51549,7308,44149, PA,Chevrolet,Silverado
51546,7308,87873, IN,Chrysler,730Limited
51513,7331,92593, VA,Mercedes-Benz,E-ClassE373
51510,7302,06855, KY,Kia,SedonaLX
51517,7301,18845, AL,Honda,OdysseyEX-L
51514,7301,45035, OK,Toyota,CamrySE
51511,7307,55207, TX,Kia,Optima4dr
51518,7302,2496, PA,Honda,PilotEX-L
51515,7300,56179, KS,GMC,TerrainFWD
51512,7302,09256, NJ,Chevrolet,CruzeSedan
51519,7308,45886, CO,Lexus,RXRX
51516,7302,71357, WI,GMC,Yukon
51583,7307,14369, MO,BMW,X5AWD
51580,7305,40596, ID,Jeep,CompassSport
51587,7335,051269, NC,Ford,F-780XL
51584,7301,10739, TX,Toyota,CamrySE
51581,7300,83420, TX,Lincoln,MKXFWD
51588,7302,7527, MN,Dodge,Grand
51585,7305,05786, MA,Toyota,CamryLE
51582,7332,68253, VA,Chevrolet,Suburban4WD
51589,7307,68400, ME,Chevrolet,Silverado
51586,7300,29507, TX,Toyota,4RunnerRWD
51553,7308,09733, TX,GMC,Yukon2WD
51550,7335,040253, TX,Acura,TLAutomatic
51557,7307,61309, MD,Toyota,RAV44WD
51554,7308,71705, NY,Chevrolet,CamaroConvertible
51551,7336,032380, CA,Toyota,CamryBase
51558,7304,007275, NY,Volkswagen,GTI4dr
51555,7304,93522, RI,Jeep,PatriotSport
51552,7301,76364, ID,Ford,EdgeSEL
51559,7304,27721, IL,Kia,SorentoLX
51556,7303,036476, IL,GMC,AcadiaAWD
51523,7305,44806, TX,Toyota,CorollaS
51520,7304,29048, AZ,Dodge,ChallengerR/T
51527,7307,92090, AL,Ford,FusionSE
51524,7302,05830, CA,Chevrolet,MalibuLT
51521,7304,50834, UT,Kia,OptimaSX
51528,7304,14763, ID,Honda,Accord
51525,7335,60938, CA,Buick,Lucerne4dr
51522,7301,81806, AL,Honda,OdysseyEX-L
51529,7308,73571, WI,Ford,EdgeSEL
51526,7308,43338, KY,Chevrolet,Silverado
51593,7301,18394, IN,BMW,X5xDrive35i
51590,7304,76518, CA,Honda,AccordEX-L
51597,7308,47232, NE,Hyundai,Santa
51594,7305,05907, TX,Mercedes-Benz,C-ClassC333
51591,7308,45555, MN,Honda,Civic
51598,7305,72816, NC,Toyota,CamrySE
51595,7339,003638, NC,Honda,Pilot2WD
51592,7304,05107, DE,Honda,CivicEX-L
51599,7301,83185, PA,Lexus,CT
51596,7305,15021, IN,Toyota,CorollaLE
51563,7302,1520, CA,BMW,4
51560,7302,40955, VA,Ford,FusionHybrid
51567,7308,42686, OR,Mercedes-Benz,C-ClassC333
51564,7301,41081, FL,GMC,AcadiaFWD
51561,7301,41331, IL,Jeep,Grand
51568,7304,68333, MS,Dodge,ChargerSE
51565,7332,071871, IL,Hyundai,Sonata4dr
51562,7303,035082, CA,Toyota,PriusTwo
51569,7304,044996, CA,Chevrolet,TahoeLT
51566,7308,73011, PA,GMC,TerrainAWD
51233,7305,74736, AL,Toyota,CamrySE
51230,7302,77282, CA,Chevrolet,MalibuLT
51237,7304,45558, VA,Chrysler,730Touring
51234,7307,032693, GA,Ford,ExplorerFWD
51231,7303,001937, CO,Toyota,Corolla4dr
51238,7302,40579, WA,Hyundai,Elantra4dr
51235,7300,56032, FL,Kia,Optima4dr
51232,7301,076247, FL,Honda,AccordEX
51239,7338,031593, MA,Honda,Accord
51236,7301,70312, TN,Chevrolet,CamaroCoupe
51203,7301,19303, TX,Hyundai,Elantra4dr
51200,7305,13729, VA,GMC,Yukon4WD
51207,7301,11519, CA,Mercedes-Benz,E-ClassE383
51204,7304,45191, KS,INFINITI,G32
51201,7301,44029, FL,Kia,SportageLX
51208,7302,03914, CA,Toyota,SiennaXLE
51205,7300,031814, NE,Chevrolet,Silverado
51202,7339,99220, VA,Lexus,RX
51209,7304,000324, CT,Honda,PilotEX-L
51206,7305,00933, TX,Chevrolet,EquinoxFWD
51273,7305,00791, CA,Chrysler,433430S
51270,7308,46409, TX,Ford,F-0834WD
51277,7304,56758, FL,Toyota,4RunnerSR5
51274,7302,4518, FL,GMC,AcadiaFWD
51271,7302,02761, FL,Toyota,4Runner2WD
51278,7308,54184, GA,Toyota,CorollaL
51275,7305,82087, NY,Chrysler,Town
51272,7308,14011, WA,Volkswagen,Jetta
51279,7308,74452, NC,GMC,Yukon4WD
51276,7308,55400, VA,Toyota,SiennaXLE
51243,7305,75096, NM,Nissan,Titan
51240,7302,00401, GA,Kia,Sportage2WD
51247,7301,10278, NH,Chevrolet,Silverado
51244,7301,96858, AL,Ford,F-080Lariat
51241,7302,07050, TX,Toyota,Yaris
51248,7300,036271, NJ,Hyundai,Sonata4dr
51245,7302,04809, WI,Kia,SportageEX
51242,7301,85600, NC,Honda,CR-VEX-L
51249,7305,6525, TX,Ford,F-0832WD
51246,7301,84581, AZ,Chevrolet,Malibu1LT
51213,7308,42212, MD,Subaru,Legacy2.5i
51210,7302,01621, TX,Cadillac,CTS
51217,7301,87126, FL,Honda,CivicLX
51214,7303,97152, MD,Ford,F-080STX
51211,7308,77815, KY,Honda,CivicLX
51218,7307,92960, GA,Honda,AccordEX-L
51215,7305,08541, CA,Toyota,SiennaXLE
51212,7304,18548, MA,Toyota,RAV4LE
51219,7305,9599, WA,Jeep,PatriotSport
51216,7301,09477, MD,Volkswagen,Passat4dr
51283,7305,16993, NC,Buick,LaCrosseFWD
51280,7308,79943, IL,GMC,TerrainAWD
51287,7302,5013, CA,Ram,78334WD
51284,7305,05448, AR,Kia,OptimaLX
51281,7301,24533, IL,Hyundai,ElantraLimited
51288,7303,000271, AZ,Honda,CR-V2WD
51285,7301,15698, TN,Toyota,RAV4LE
51282,7335,030539, VA,Cadillac,CTS4dr
51289,7301,80286, IL,Ford,ExplorerLimited
51286,7308,76452, GA,Chevrolet,MalibuLS
51253,7305,08582, MA,Dodge,DurangoAWD
51250,7303,074333, NC,Toyota,Corolla4dr
51257,7305,49197, NY,Volkswagen,Jetta
51254,7308,71567, TX,Volkswagen,TiguanS
51251,7308,47341, NY,MINI,Cooper
51258,7301,46428, FL,Honda,CR-VEX-L
51255,7301,86567, FL,Jeep,CompassLatitude
51252,7305,9080, AZ,Chevrolet,Silverado
51259,7302,7376, PA,Buick,LaCrosseFWD
51256,7308,76184, TX,Honda,CivicLX
51223,7339,005983, VA,Jeep,Grand
51220,7300,55813, CA,Toyota,Camry4dr
51227,7308,09453, NY,Honda,Civic
51224,7336,024850, OH,Honda,Civic
51221,7307,58313, TX,Nissan,Altima4dr
51228,7332,048844, VA,Nissan,Murano2WD
51225,7304,18723, MO,Ford,F-080SuperCrew
51222,7308,12123, IL,Chevrolet,SonicHatch
51229,7336,64094, IL,Acura,TL4dr
51226,7301,89965, AR,Honda,PilotEX-L
51293,7304,17007, OH,Hyundai,Elantra4dr
51290,7301,01652, MA,BMW,4
51297,7308,47305, IL,Toyota,CorollaL
51294,7301,40793, AZ,Chevrolet,CamaroConvertible
51291,7331,52168, MA,Toyota,Land
51298,7304,68534, MO,Chevrolet,Silverado
51295,7308,41098, FL,Chrysler,730S
51292,7302,8251, IL,Honda,AccordLX
51299,7302,78370, GA,Chevrolet,TahoeLT
51296,7303,95384, NJ,Honda,Civic
51263,7331,031809, AZ,Toyota,Camry
51260,7308,74328, OK,Hyundai,SonataSE
51267,7305,43799, NC,Toyota,4Runner4WD
51264,7304,82023, CA,Lexus,RX
51261,7308,78300, CA,Kia,Soul+
51268,7300,22844, CA,Toyota,Tundra
51265,7332,69766, GA,GMC,Yukon
51262,7308,01426, MA,GMC,Sierra
51269,7301,12484, TN,Chevrolet,EquinoxFWD
51266,7307,17867, WA,FIAT,830Pop
51933,7301,75511, NC,Toyota,Tundra
51930,7305,08604, CA,Honda,CR-VLX
51937,7308,77635, FL,Mercedes-Benz,E-ClassE383
51934,7301,75721, KS,Chevrolet,Silverado
51931,7301,46561, OH,Toyota,CorollaS
51938,7339,92470, NJ,INFINITI,G38
51935,7303,54654, MA,Jeep,Wrangler
51932,7308,05965, WA,Kia,SorentoLX
51939,7307,80880, WI,Buick,LaCrosseFWD
51936,7300,27121, GA,Toyota,Prius5dr
51903,7338,25328, GA,Ford,MustangDeluxe
51900,7305,74968, CA,Honda,Accord
51907,7330,25852, TN,Chevrolet,Corvette2dr
51904,7339,98371, CA,Volkswagen,Jetta
51901,7305,40657, MA,BMW,X5xDrive35i
51908,7308,46204, CA,Honda,Civic
51905,7305,87647, NC,Chevrolet,Tahoe4WD
51902,7308,13141, KY,GMC,AcadiaAWD
51909,7301,19338, NJ,Jeep,Grand
51906,7301,28236, TX,Toyota,CorollaLE
51973,7305,75218, AZ,Toyota,PriusTwo
51970,7305,44573, CA,Toyota,PriusTwo
51977,7301,45611, WA,Hyundai,Santa
51974,7301,44614, TX,Toyota,PriusThree
51971,7308,82995, OK,Honda,CR-VEX
51978,7308,02343, WA,Volkswagen,Jetta
51975,7301,49614, MD,Mercedes-Benz,E-ClassE383
51972,7308,71999, OK,Ford,Super
51979,7308,0535, NC,Ford,Super
51976,7304,56620, CT,Chrysler,Town
51943,7304,037648, MA,Lexus,RX
51940,7302,70032, TX,Kia,Sportage2WD
51947,7305,72258, NJ,Toyota,CamryLE
51944,7307,89811, TN,Toyota,Tundra
51941,7307,89464, OR,Chevrolet,Silverado
51948,7305,82490, IA,Honda,OdysseyEX
51945,7305,71343, CA,Toyota,CorollaLE
51942,7305,46013, OK,Kia,OptimaLX
51949,7307,84257, CA,Honda,Civic
51946,7300,20863, CT,GMC,Sierra
51913,7308,45458, OH,Chevrolet,ColoradoCrew
51910,7302,9075, MI,GMC,Sierra
51917,7302,5, CA,GMC,TerrainFWD
51914,7301,40419, FL,Honda,Civic
51911,7300,92003, WV,Ford,Fusion4dr
51918,7304,92665, AL,Ford,F-080SuperCrew
51915,7300,26446, TX,Toyota,Sienna5dr
51912,7308,07548, PA,Ford,FocusTitanium
51919,7338,034734, VA,Chevrolet,Tahoe4dr
51916,7305,4018, WA,Volkswagen,Golf
51983,7303,91106, CA,Ford,Expedition2WD
51980,7305,14111, TX,Dodge,Grand
51987,7303,81754, NY,Chevrolet,Silverado
51984,7332,6128, NC,Dodge,Sprinter
51981,7308,54714, TX,Ford,Super
51988,7308,72549, TX,Dodge,ChallengerR/T
51985,7301,074777, VA,Toyota,CorollaS
51982,7300,53268, CA,Acura,RDXAWD
51989,7335,59080, IL,Cadillac,DTS4dr
51986,7301,76294, SC,Jeep,Grand
51953,7302,70232, IN,Jeep,CompassSport
51950,7301,14772, NY,Ford,ExplorerLimited
51957,7308,78856, NC,Toyota,CamryXLE
51954,7300,61561, VA,Dodge,DurangoAWD
51951,7305,41239, MO,Ford,FocusSE
51958,7305,05136, KS,Jeep,Wrangler
51955,7303,20791, MN,Mercedes-Benz,C-Class4dr
51952,7305,02878, AL,Ford,ExplorerXLT
51959,7339,20733, UT,Dodge,Ram
51956,7308,79052, NC,Honda,AccordLX
51923,7302,76078, TN,Ford,Super
51920,7301,41843, CA,Volkswagen,Jetta
51927,7301,96075, OK,Ford,TaurusSE
51924,7308,02003, FL,FIAT,830Pop
51921,7308,14586, TX,Chevrolet,Silverado
51928,7308,78969, WA,Ford,F-0834WD
51925,7336,65599, FL,Jeep,Grand
51922,7303,69050, CO,Toyota,Corolla4dr
51929,7336,57203, KY,Buick,LaCrosse4dr
51926,7308,80017, IN,Hyundai,TucsonFWD
51993,7300,29330, CA,BMW,8
51990,7308,53058, IN,Honda,OdysseyEX-L
51997,7303,18399, TX,Toyota,Camry4dr
51994,7308,41040, GA,Jeep,Wrangler
51991,7308,49615, MA,Volkswagen,Jetta
51998,7305,16712, TX,Toyota,CamrySE
51995,7307,88682, NC,Chevrolet,CorvetteConvertible
51992,7308,14012, TX,GMC,Sierra
51999,7302,07972, NC,Chevrolet,CruzeSedan
51996,7307,48435, GA,MINI,Cooper
51963,7307,20303, TN,Toyota,Tacoma2WD
51960,7332,094343, IL,Chevrolet,Tahoe4WD
51967,7308,42523, NJ,Kia,ForteEX
51964,7301,17807, AL,GMC,Sierra
51961,7335,075101, CA,GMC,Sierra
51968,7339,079222, CO,Chevrolet,Silverado
51965,7338,054068, GA,Toyota,Highlander4dr
51962,7308,47446, MO,Honda,OdysseyEX-L
51969,7301,54541, TX,Kia,SorentoLX
51966,7305,01977, NM,Toyota,4Runner4WD
51633,7307,036680, AZ,Nissan,Altima4dr
51630,7335,65333, MN,Buick,Lucerne4dr
51637,7303,24484, GA,BMW,5
51634,7307,45907, TN,Toyota,TacomaBase
51631,7308,05027, IL,Ford,TaurusLimited
51638,7301,19083, FL,Chevrolet,Silverado
51635,7300,52048, FL,Toyota,RAV4Base
51632,7301,42985, PA,Chrysler,Town
51639,7304,81978, FL,Dodge,Grand
51636,7302,1908, WA,Subaru,ImprezaSport
51603,7304,12431, CO,Jeep,WranglerSahara
51600,7305,45362, ND,Chevrolet,EquinoxAWD
51607,7308,80527, WI,Chevrolet,Silverado
51604,7305,75072, TX,Ford,F-0834WD
51601,7308,03118, UT,Subaru,Impreza
51608,7308,42644, WI,Kia,OptimaLX
51605,7302,6211, NC,Honda,Civic
51602,7301,10698, NY,BMW,4
51609,7338,68333, IN,Lexus,RX
51606,7308,71907, CO,Lexus,RXRX
51673,7302,40539, OH,Ford,FusionHybrid
51670,7331,071068, IL,Honda,PilotEX
51677,7302,6090, VA,Subaru,Legacy2.5i
51674,7308,76650, CA,Volkswagen,Golf
51671,7308,19212, KY,GMC,Yukon
51678,7305,42721, GA,Toyota,CorollaS
51675,7302,47257, TX,Ford,FusionSE
51672,7339,072578, NJ,Audi,Q7quattro
51679,7302,04359, IL,Dodge,Grand
51676,7339,85279, TX,Dodge,Ram
51643,7304,85255, NY,Ford,Super
51640,7308,43591, CA,Lexus,GX
51647,7332,081554, OR,Chevrolet,Suburban4WD
51644,7302,73746, FL,Chevrolet,MalibuLT
51641,7301,57548, CA,Ford,FocusSE
51648,7335,084346, AZ,Lexus,ISIS
51645,7308,14224, TX,Hyundai,SonataLimited
51642,7305,48729, CA,Jeep,PatriotSport
51649,7305,16032, MS,Ford,ExplorerXLT
51646,7307,21500, CA,Lexus,CTCT
51613,7338,034970, VA,Subaru,Forester4dr
51610,7301,16684, TN,Chevrolet,Silverado
51617,7331,65311, VA,Ford,Explorer
51614,7305,06516, NC,Jeep,Grand
51611,7339,18030, CA,Porsche,533
80509,7302,1472, MO,Jeep,Wrangler
51615,7302,08668, IL,Chevrolet,Express
51612,7302,6442, IL,Ford,MustangGT
51619,7308,40166, PA,Honda,PilotEX-L
51616,7305,40316, TX,Audi,Q5quattro
51683,7302,75074, TX,Hyundai,Santa
51680,7303,073287, CO,Dodge,Ram
51687,7337,015270, WA,Ford,F-0834WD
51684,7305,5971, CO,Ram,78334WD
51681,7300,59723, NC,Honda,FitSport
51688,7303,036656, MI,Ford,F-0834WD
51685,7305,41130, AK,GMC,AcadiaAWD
51682,7300,86647, CA,Mercedes-Benz,C-Class4dr
51689,7308,44067, TX,Chevrolet,Tahoe2WD
51686,7303,62072, TX,Chevrolet,Silverado
51653,7303,008776, NC,Mazda,Mazda35dr
51650,7301,14485, NC,Toyota,Camry
51657,7302,03890, MN,Kia,SedonaLX
51654,7305,17419, CA,Ford,FusionSE
51651,7302,78371, UT,Toyota,RAV4LE
51658,7308,41642, PA,Toyota,RAV4Limited
51655,7305,72921, TX,Land,Rover
51652,7301,07793, NJ,Toyota,CamryLE
51659,7307,004136, NC,Toyota,CamryXLE
51656,7302,05336, VA,Ford,F-080XLT
51623,7336,91277, OH,Lexus,IS
51620,7307,16769, KY,GMC,Sierra
51627,7307,27938, OH,Toyota,Camry4dr
51624,7301,17568, UT,Honda,PilotEX-L
51621,7308,47827, SC,Chevrolet,Malibu1LT
51628,7305,02350, IL,GMC,Sierra
51625,7308,08878, ME,Ford,F-0834WD
51622,7300,92828, MD,Lexus,RX
51629,7302,78066, MD,Kia,Soul+
51626,7338,53922, VT,Mazda,Mazda64dr
51693,7308,83532, TX,Toyota,SiennaXLE
51690,7304,28529, TX,INFINITI,QX554WD
51697,7339,003692, OH,Lexus,ES
51694,7336,54317, CA,Honda,OdysseyEX-L
51691,7304,25517, CT,Subaru,Impreza
51698,7336,086786, MO,Chevrolet,Silverado
51695,7302,919, WA,Dodge,ChallengerR/T
51692,7303,49365, CA,Ford,Taurus4dr
51699,7305,12269, NM,Dodge,Grand
51696,7332,033208, CO,Jeep,Wrangler4WD
51663,7301,78673, NH,Buick,LaCrosseAWD
51660,7336,046319, NC,Ford,EscapeFWD
51667,7302,2776, FL,BMW,4
51664,7308,06193, TN,Cadillac,SRXLuxury
51661,7305,05939, NC,Chevrolet,Silverado
51668,7308,06778, NC,MINI,Cooper
51665,7308,75333, WA,Toyota,4RunnerLimited
51662,7301,58277, PA,Honda,AccordLX
51669,7303,60843, KS,Jeep,Grand
51666,7300,030724, GA,Nissan,Armada2WD
58333,7308,88899, CA,Honda,Civic
58330,7303,008651, CA,Kia,ForteEX
58337,7307,81232, WV,Ford,Focus4dr
58334,7305,08575, NC,Chevrolet,ColoradoCrew
58331,7302,79740, TX,Toyota,RAV4LE
58338,7300,63768, FL,Hyundai,Sonata4dr
58335,7308,25278, CA,Chrysler,Town
58332,7307,23261, MA,Toyota,Camry4dr
58339,7301,28060, CA,Ford,FusionSE
58336,7308,47142, NY,Chrysler,430Limited
58303,7305,9928, FL,Jeep,Wrangler
58300,7307,17842, TX,Honda,CR-VEX
58307,7308,71094, WA,Honda,PilotTouring
58304,7304,42101, HI,Ford,F-080XLT
58301,7302,03184, CO,Kia,SedonaLX
58308,7331,17298, FL,BMW,4
58305,7302,06126, PA,Kia,SorentoLX
58302,7308,72993, TN,Ford,MustangBase
58309,7339,93629, AZ,Ford,Super
58306,7305,71278, KS,Ford,FusionSE
58373,7302,08411, FL,Ford,F-080XLT
58370,7332,009025, CA,Toyota,Corolla4dr
58377,7302,10645, KY,Hyundai,Santa
58374,7304,29893, GA,Toyota,Prius
58371,7304,59946, CO,BMW,X5xDrive35i
58378,7308,40604, IN,Chevrolet,Silverado
58375,7308,44550, AZ,Chevrolet,Silverado
58372,7305,5515, TX,Honda,CR-VLX
58379,7300,69154, TX,Chevrolet,Silverado
58376,7307,16128, TX,Hyundai,Sonata4dr
58343,7300,93592, VA,Nissan,Sentra4dr
58340,7301,17122, GA,Honda,Accord
58347,7331,69252, VA,Toyota,Avalon4dr
58344,7304,86149, OR,Kia,OptimaLX
58341,7302,2132, TX,Subaru,Outback2.5i
58348,7301,81673, MA,Honda,PilotEX-L
58345,7308,77531, TX,Honda,PilotTouring
58342,7304,69302, AZ,Chrysler,Town
58349,7305,06757, PA,Mercedes-Benz,C-ClassC333
58346,7308,86855, TX,Lexus,RX
58313,7331,001076, OR,Toyota,Tacoma2WD
58310,7304,72766, IL,Hyundai,SonataLimited
58317,7302,79111, KY,Ford,F-080XLT
58314,7308,41678, GA,Acura,MDXAWD
58311,7302,76728, FL,Kia,SorentoLX
58318,7305,01851, MA,Toyota,CamryLE
58315,7302,76204, UT,Chevrolet,TraverseAWD
58312,7301,44231, NY,Ford,F-080XL
58319,7303,66413, NY,Toyota,Prius5dr
58316,7308,02587, TX,Ford,F-080XLT
58383,7301,48274, NY,Toyota,CamryLE
58380,7305,70055, AZ,Chevrolet,Tahoe2WD
58387,7300,57866, FL,Lexus,LSLS
58384,7304,18682, NV,GMC,Sierra
58381,7301,11242, CO,Chevrolet,Silverado
58388,7307,031578, TX,Audi,Q5quattro
58385,7304,84203, IL,Cadillac,Escalade
58382,7308,46014, TX,Mazda,CX-9Touring
58389,7304,42039, AZ,Buick,EnclavePremium
58386,7300,26487, UT,Chrysler,730Touring
58353,7308,10810, CT,Chrysler,730Limited
58350,7303,047382, IN,Honda,Pilot2WD
58357,7305,42693, MN,Buick,LaCrosseAWD
58354,7302,04745, OH,Cadillac,CTS
58351,7302,6856, IL,Land,Rover
58358,7307,99562, FL,Dodge,Grand
58355,7305,79890, CA,Chrysler,730Limited
58352,7335,076791, NC,Chevrolet,Silverado
58359,7302,8566, TX,Chevrolet,Silverado
58356,7301,46363, NC,Cadillac,SRXLuxury
58323,7303,071325, CO,Dodge,Ram
58320,7301,94295, TX,Toyota,CorollaLE
58327,7302,01037, MN,Chevrolet,TraverseAWD
58324,7301,56067, VA,GMC,TerrainFWD
58321,7301,89283, MA,Ford,F-080FX4
58328,7301,12603, FL,Toyota,Tundra
58325,7307,91241, FL,Hyundai,Genesis
58322,7301,13884, CA,Nissan,Murano2WD
58329,7305,6601, TN,Buick,LaCrosseFWD
58326,7304,002333, CO,Chevrolet,SonicSedan
58393,7339,91982, NY,Chevrolet,Avalanche4WD
58390,7303,000569, WA,Toyota,RAV44WD
58397,7308,46116, CA,Toyota,SiennaXLE
