Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
867,53,FV,91,03732,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,2,5,7332,7332,Gable,CompShg,VinylSd,VinylSd,None,3,Gd,TA,PConc,Gd,TA,No,Unf,3,Unf,3,921,921,GasA,Ex,Y,SBrkr,921,992,3,0250,3,3,4,3,4,0,Gd,2,Typ,3,NA,Attchd,7332,Fin,7,829,TA,TA,Y,011,038,3,3,3,3,NA,NA,NA,3,9,7332,New,Partial,227679
866,053,FV,NA,8038,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,2,8,7331,7331,Gable,CompShg,MetalSd,MetalSd,None,3,Gd,TA,PConc,Gd,TA,No,GLQ,746,Unf,3,407,880,GasA,Ex,Y,SBrkr,880,880,3,0037,3,3,7,0,7,0,Gd,1,Typ,3,NA,Detchd,7331,Unf,7,193,TA,TA,Y,3,53,3,3,3,3,NA,NA,NA,3,4,7332,WD,Normal,306644
865,73,RL,53,9396,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,7332,7332,Gable,CompShg,MetalSd,MetalSd,BrkFace,3,Gd,TA,PConc,Gd,TA,Av,GLQ,618,Unf,3,121,0106,GasA,Ex,Y,SBrkr,0106,3,3,0106,0,3,7,3,7,0,Gd,2,Typ,0,Gd,Attchd,7332,RFn,7,852,TA,TA,Y,013,3,3,3,3,3,NA,NA,NA,3,03,7332,New,Partial,152444
854,073,RL,50,2822,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,5,8,7338,7335,Gable,CompShg,VinylSd,VinylSd,Stone,785,Gd,TA,PConc,Gd,TA,Av,ALQ,73,Unf,3,0417,0457,GasA,Ex,Y,SBrkr,0457,3,3,0457,3,3,7,3,7,0,Gd,5,Typ,0,Gd,Attchd,7338,RFn,7,153,TA,TA,Y,067,79,3,3,3,3,NA,NA,NA,3,5,7332,WD,Normal,350744
853,073,RM,NA,1175,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,5,8,7331,7331,Gable,CompShg,VinylSd,VinylSd,BrkFace,012,Gd,TA,PConc,Gd,TA,Gd,GLQ,562,Unf,3,080,919,GasA,Ex,Y,SBrkr,919,3,3,919,0,3,0,3,0,0,Gd,4,Typ,0,TA,Attchd,7331,RFn,7,173,TA,TA,Y,016,3,3,3,3,3,NA,NA,NA,3,8,7339,WD,Normal,303444
852,53,RL,031,70848,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,03,5,0661,0668,Gable,WdShngl,HdBoard,HdBoard,BrkFace,0023,Ex,TA,PConc,Ex,TA,Gd,GLQ,0188,Unf,3,696,7111,GasA,Ex,Y,SBrkr,7111,0927,3,1405,3,0,4,0,1,0,Ex,03,Typ,7,Ex,Attchd,0661,Fin,4,947,TA,TA,Y,497,83,3,3,3,3,NA,NA,NA,3,0,7332,WD,Normal,799444
851,53,RL,17,75029,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,2,8,0696,0663,Hip,CompShg,MetalSd,MetalSd,BrkFace,764,Gd,TA,PConc,Gd,TA,Gd,GLQ,658,Unf,3,718,0703,GasA,Ex,Y,SBrkr,0749,0790,3,7806,0,3,7,0,1,0,Gd,6,Typ,7,Gd,Attchd,0696,RFn,7,579,TA,TA,Y,473,72,3,3,3,3,NA,NA,NA,3,1,7335,WD,Normal,119444
850,43,RL,53,8133,Pave,NA,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,8,5,0670,0659,Gable,CompShg,MetalSd,MetalSd,None,3,TA,TA,BrkTil,TA,TA,No,Unf,3,Unf,3,0324,0324,GasA,Ex,Y,SBrkr,0324,3,3,0324,3,3,0,3,7,0,TA,1,Typ,3,NA,Detchd,0659,Unf,0,475,TA,TA,Y,3,3,007,3,3,3,NA,NA,NA,3,07,7335,WD,Abnorml,346064
859,83,RM,80,5073,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,0.5Fin,8,5,0645,0683,Gable,CompShg,Persona1,Persona1,None,3,TA,Fa,BrkTil,TA,TA,No,Unf,3,Unf,3,672,672,GasA,TA,Y,SBrkr,0352,127,3,0846,3,3,0,0,4,0,TA,8,Typ,3,NA,Detchd,0668,Unf,7,825,TA,TA,Y,007,3,3,3,3,3,NA,MnPrv,NA,3,1,7336,WD,Normal,303944
858,73,RL,81,04900,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,5,0692,0692,Gable,CompShg,HdBoard,HdBoard,BrkFace,27,TA,TA,CBlock,Gd,Gd,No,GLQ,693,LwQ,13,67,0007,GasA,Gd,Y,SBrkr,0042,3,3,0042,0,3,7,3,7,0,Gd,8,Typ,0,TA,Attchd,0692,Unf,7,880,TA,TA,Y,078,3,3,3,3,3,NA,NA,NA,3,2,7335,WD,Normal,378444
857,43,RM,83,5333,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,8,2,0670,0683,Gable,CompShg,Persona1,Persona2,None,3,TA,TA,CBlock,TA,TA,No,LwQ,505,Unf,3,3,505,GasA,Gd,Y,SBrkr,505,3,3,505,3,3,0,3,7,0,TA,1,Typ,3,NA,Detchd,0670,Unf,0,738,TA,TA,Y,3,3,076,3,3,3,NA,NA,NA,3,5,7335,WD,Normal,65444
856,73,RL,82,5173,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,8,2,0687,0687,Gable,CompShg,Persona1,Persona1,None,3,TA,TA,PConc,Ex,Gd,Mn,LwQ,703,ALQ,880,706,693,GasA,Fa,Y,FuseA,0019,3,3,0019,3,0,0,3,7,0,TA,5,Typ,3,NA,Detchd,0687,Unf,0,439,TA,TA,Y,3,3,3,3,3,3,NA,NA,NA,3,6,7335,WD,Normal,321944
855,73,RL,58,9183,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,8,9,0658,7336,Gable,CompShg,MetalSd,MetalSd,None,3,TA,Gd,CBlock,TA,TA,No,GLQ,884,BLQ,002,771,961,GasA,Ex,Y,SBrkr,961,3,3,961,0,3,0,3,4,0,TA,8,Typ,0,Gd,Detchd,0624,Unf,0,445,TA,TA,Y,105,011,3,3,3,3,NA,MnPrv,NA,3,1,7303,WD,Normal,316944
744,073,FV,86,1797,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,2,8,7331,7331,Gable,CompShg,MetalSd,MetalSd,None,3,Gd,TA,PConc,Gd,TA,Mn,GLQ,05,Unf,3,0428,0460,GasA,Ex,Y,SBrkr,0460,3,3,0460,3,3,7,3,7,0,Gd,8,Typ,3,NA,Attchd,7331,RFn,7,843,TA,TA,Y,085,089,3,3,3,3,NA,NA,NA,3,2,7339,WD,Normal,358444
743,73,RL,98,01440,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,8,7337,7337,Hip,CompShg,VinylSd,VinylSd,BrkFace,543,Gd,TA,PConc,Ex,TA,Gd,GLQ,0721,Unf,3,875,0933,GasA,Ex,Y,SBrkr,0933,3,3,0933,0,3,7,3,4,0,Gd,2,Typ,0,Gd,Attchd,7337,Fin,4,258,TA,TA,Y,723,29,3,3,3,3,NA,NA,NA,3,8,7335,WD,Normal,132944
742,73,RL,93,6533,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,2,8,0656,0656,Hip,CompShg,HdBoard,HdBoard,BrkFace,059,TA,TA,CBlock,TA,TA,No,Unf,3,Unf,3,0051,0051,GasA,TA,Y,SBrkr,0051,3,3,0051,3,3,0,0,4,0,TA,5,Typ,3,NA,Attchd,0656,Unf,7,879,TA,TA,Y,3,3,3,3,3,3,NA,NA,NA,3,2,7335,COD,Normal,304444
741,53,RL,97,07149,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,8,7335,7335,Hip,CompShg,VinylSd,VinylSd,BrkFace,155,Ex,TA,PConc,Ex,Gd,No,Unf,3,Unf,3,0741,0741,GasA,Ex,Y,SBrkr,0751,0407,3,7825,3,3,7,0,1,0,Ex,03,Typ,0,Gd,BuiltIn,7335,Fin,4,555,TA,TA,Y,471,033,3,3,3,3,NA,NA,NA,3,2,7335,New,Partial,183535
740,063,RM,25,2543,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,8,6,0633,0665,Gable,CompShg,Persona1,Persona1,None,3,TA,Gd,BrkTil,Gd,TA,No,Unf,3,Unf,3,453,453,GasA,Gd,Y,SBrkr,0347,293,3,0907,3,3,7,3,1,7,Gd,9,Typ,0,Po,Detchd,0666,Unf,7,527,TA,TA,N,411,3,13,3,3,3,NA,MnPrv,NA,3,8,7303,WD,Normal,304444
749,73,RL,23,9133,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2,8,7331,7338,Gable,CompShg,VinylSd,VinylSd,BrkFace,036,Gd,TA,PConc,Gd,TA,Av,GLQ,207,Unf,3,250,0124,GasA,Ex,Y,SBrkr,0191,3,3,0191,0,3,7,3,4,0,Gd,2,Typ,3,NA,Attchd,7331,RFn,7,535,TA,TA,Y,3,48,3,011,3,3,NA,NA,NA,3,8,7303,WD,Normal,231444
748,063,RM,23,8533,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,1,8,0643,0683,Hip,CompShg,VinylSd,Persona2,None,3,Fa,Fa,Slab,NA,NA,NA,NA,3,NA,3,3,3,GasA,Fa,N,SBrkr,427,273,3,0367,3,3,7,3,4,7,Fa,2,Mod,3,NA,NA,NA,NA,3,3,NA,NA,N,3,3,3,3,3,3,NA,NA,Othr,4833,2,7303,WD,Normal,99444
747,73,RL,NA,008016,Pave,NA,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,2,8,0620,7337,Gable,CompShg,Plywood,Plywood,Stone,480,TA,TA,CBlock,Gd,TA,Gd,GLQ,0706,Unf,3,171,0514,GasA,TA,Y,SBrkr,0971,3,3,0971,0,3,7,3,7,0,Gd,8,Typ,7,TA,Attchd,0620,Unf,7,246,TA,TA,Y,493,19,3,3,3,3,NA,NA,NA,3,5,7332,WD,Normal,142444
746,073,RL,19,5713,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,8,7335,7335,Hip,CompShg,MetalSd,MetalSd,BrkFace,025,Gd,TA,PConc,Gd,TA,No,GLQ,954,Unf,3,150,0471,GasA,Ex,Y,SBrkr,0471,3,3,0471,0,3,7,3,7,0,Gd,5,Typ,0,Gd,Attchd,7335,Fin,7,883,TA,TA,Y,067,49,3,3,3,3,NA,NA,NA,3,07,7336,WD,Normal,290444
745,53,RL,58,6309,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2,8,7332,7332,Hip,CompShg,VinylSd,VinylSd,None,3,Gd,TA,PConc,Gd,TA,Av,Unf,3,Unf,3,279,279,GasA,Ex,Y,SBrkr,279,279,3,0185,3,3,7,0,4,0,Gd,9,Typ,0,Gd,Attchd,7332,Fin,7,133,TA,TA,Y,033,71,3,3,3,3,NA,NA,NA,3,2,7332,New,Partial,375904
734,73,RL,NA,2057,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,8,2,0655,0655,Gable,CompShg,HdBoard,HdBoard,BrkCmn,10,TA,TA,PConc,TA,TA,No,Unf,3,Unf,3,925,925,GasA,TA,Y,SBrkr,631,3,3,631,3,3,0,3,4,0,TA,5,Typ,3,NA,Attchd,0655,Unf,0,139,TA,TA,Y,3,3,3,3,3,3,NA,MnPrv,NA,3,07,7339,WD,Abnorml,345544
733,43,RL,85,1043,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,0648,7334,Gable,CompShg,VinylSd,VinylSd,None,3,Gd,TA,CBlock,TA,TA,No,Unf,3,Unf,3,723,723,GasA,Gd,Y,SBrkr,276,3,3,276,3,3,0,3,7,0,TA,8,Maj2,3,NA,NA,NA,NA,3,3,NA,NA,N,3,3,3,3,3,3,NA,NA,NA,3,2,7339,WD,Normal,92444
732,83,C (all),55,9207,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,0.5Fin,1,2,0633,0683,Gable,CompShg,MetalSd,MetalSd,None,3,TA,TA,Stone,TA,TA,Mn,Unf,3,Unf,3,986,986,GasA,Gd,Y,SBrkr,986,406,3,0029,3,3,0,3,7,0,TA,2,Typ,3,NA,Detchd,0651,RFn,0,491,TA,TA,N,59,3,69,3,3,3,NA,NA,NA,3,0,7303,WD,Abnorml,342778
731,073,RL,13,1520,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,8,0699,0696,Gable,CompShg,HdBoard,HdBoard,None,3,Gd,TA,PConc,Gd,TA,Mn,GLQ,252,Unf,3,150,0779,GasA,Gd,Y,SBrkr,0779,3,3,0779,0,3,7,3,7,0,Gd,8,Typ,0,Gd,Attchd,0699,Fin,7,127,TA,TA,Y,059,073,3,3,3,3,NA,NA,NA,3,03,7339,WD,Normal,365444
730,063,RL,53,6924,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,1,8,0623,0623,Gable,CompShg,HdBoard,HdBoard,BrkFace,053,TA,TA,CBlock,TA,TA,Av,ALQ,296,Unf,3,020,653,GasW,TA,N,SBrkr,653,3,3,653,0,3,0,3,4,0,TA,5,Typ,3,NA,Detchd,0623,Unf,7,825,TA,TA,Y,3,799,3,3,3,3,NA,NA,NA,3,8,7335,WD,Normal,325444
739,53,RL,NA,04802,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,5,9,0625,7338,Gable,CompShg,HdBoard,Plywood,BrkFace,796,Gd,TA,CBlock,TA,TA,No,GLQ,844,Unf,3,067,278,GasA,Ex,Y,SBrkr,278,281,3,0126,3,3,7,0,4,0,Gd,5,Typ,3,NA,Attchd,0625,RFn,7,128,TA,TA,Y,3,11,3,3,3,3,NA,NA,NA,3,4,7303,WD,Normal,314944
738,73,RL,29,03013,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,8,0621,0621,Hip,CompShg,HdBoard,HdBoard,BrkFace,021,TA,TA,CBlock,Gd,TA,No,Unf,3,Unf,3,0351,0351,GasA,TA,Y,SBrkr,0483,3,3,0483,3,3,7,3,4,0,TA,2,Typ,0,TA,Attchd,0621,RFn,7,129,TA,TA,Y,3,3,3,3,3,3,NA,MnPrv,NA,3,9,7336,WD,Normal,389444
737,23,RM,53,03933,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,2,9,0963,0669,Gable,CompShg,Persona1,VinylSd,None,3,TA,Gd,BrkTil,TA,TA,No,Unf,3,Unf,3,209,209,GasA,Ex,Y,SBrkr,0825,629,3,7881,3,3,0,0,4,0,TA,9,Typ,3,NA,Detchd,0665,Unf,7,231,TA,TA,P,3,19,014,3,3,3,NA,NA,NA,3,2,7332,WD,Normal,395944
736,73,RL,93,03333,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,8,5,0624,7333,Gable,CompShg,HdBoard,HdBoard,None,3,TA,TA,CBlock,Gd,TA,No,BLQ,0391,Unf,3,67,0025,GasA,Gd,Y,SBrkr,0029,3,3,0029,3,0,0,0,4,0,Gd,8,Typ,0,Fa,Attchd,0624,Unf,7,146,TA,TA,Y,771,3,3,3,3,3,NA,MnPrv,NA,3,00,7339,WD,Normal,397444
735,53,RL,65,03817,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,2,8,0664,0661,Hip,CompShg,Persona1,ImStucc,BrkFace,580,Gd,TA,PConc,Gd,TA,Gd,GLQ,0024,Unf,3,049,0400,GasA,Ex,Y,SBrkr,0478,0364,3,7109,0,3,7,0,4,0,Gd,6,Typ,0,TA,Attchd,0664,RFn,4,694,TA,TA,Y,783,081,705,3,3,3,NA,NA,NA,3,9,7339,WD,Normal,103444
724,73,RL,56,6673,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,0656,0656,Gable,CompShg,HdBoard,Plywood,None,3,TA,TA,CBlock,Gd,TA,Gd,ALQ,874,Unf,3,119,620,GasA,TA,Y,SBrkr,620,3,3,620,3,3,0,0,4,0,TA,8,Typ,0,Po,Attchd,0656,Unf,0,433,TA,TA,Y,3,3,3,3,3,3,NA,NA,NA,3,8,7335,WD,Normal,326944
723,073,RL,NA,5854,Pave,NA,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,9,8,0698,0698,Gable,CompShg,HdBoard,HdBoard,None,3,Gd,TA,PConc,Gd,TA,Gd,GLQ,0019,Unf,3,861,0217,GasA,TA,Y,SBrkr,0217,3,3,0217,0,3,7,3,7,0,Gd,8,Typ,0,TA,Attchd,0698,RFn,7,851,TA,TA,Y,001,79,741,3,3,3,NA,NA,NA,3,07,7335,WD,Normal,279444
722,073,RM,NA,1175,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,5,8,7331,7331,Gable,CompShg,VinylSd,VinylSd,BrkFace,056,Gd,TA,PConc,Gd,TA,Av,GLQ,557,Unf,3,095,919,GasA,Ex,Y,SBrkr,919,3,3,919,0,3,0,3,0,0,Gd,4,Typ,3,NA,Attchd,7331,RFn,7,173,TA,TA,Y,053,3,3,3,3,3,NA,NA,NA,3,8,7303,WD,Normal,301444
721,73,RL,23,9073,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1,2,0623,0623,Gable,CompShg,MetalSd,MetalSd,None,3,TA,Gd,CBlock,TA,TA,No,ALQ,060,Unf,3,524,951,GasA,Ex,Y,SBrkr,951,3,3,951,3,3,0,3,4,0,TA,8,Typ,3,NA,Detchd,0661,Unf,7,154,TA,TA,Y,3,3,3,3,3,3,NA,NA,NA,3,2,7336,WD,Normal,320944
720,83,RL,53,9027,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,0.5Fin,1,5,0681,0627,Gable,CompShg,MetalSd,MetalSd,None,3,TA,TA,PConc,TA,TA,No,Unf,3,Unf,3,610,610,GasA,Ex,Y,SBrkr,662,124,3,0123,3,3,7,3,1,0,TA,2,Typ,3,NA,Detchd,0689,Unf,0,819,TA,TA,Y,3,3,3,3,085,3,NA,NA,NA,3,8,7339,WD,Normal,319444
729,73,RL,95,04795,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,8,7332,7339,Hip,CompShg,CemntBd,CmentBd,Stone,413,Ex,TA,PConc,Ex,TA,No,GLQ,0741,Unf,3,151,0569,GasA,Ex,Y,SBrkr,0569,3,3,0569,0,3,7,3,4,0,Ex,9,Typ,0,Gd,Attchd,7332,Fin,4,259,TA,TA,Y,472,51,3,3,3,3,NA,NA,NA,3,7,7336,WD,Normal,124444
728,73,RL,53,5653,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1,5,0623,0623,Gable,CompShg,HdBoard,Plywood,None,3,TA,TA,CBlock,TA,TA,No,ALQ,428,BLQ,746,783,951,GasA,TA,Y,SBrkr,951,3,3,951,3,3,0,3,4,0,Gd,8,Typ,3,NA,Detchd,0696,Unf,7,553,TA,TA,Y,65,3,3,3,3,3,NA,NA,Shed,833,00,7336,WD,Normal,324944
727,73,RL,NA,70568,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,0699,7332,Hip,CompShg,Persona1,Plywood,BrkFace,753,Gd,Gd,CBlock,Gd,TA,No,GLQ,939,Unf,3,27,993,GasA,Ex,Y,SBrkr,0593,3,3,0593,0,3,7,3,4,0,Gd,8,Typ,0,Gd,Attchd,0699,Fin,7,813,TA,TA,Y,767,11,3,097,3,3,NA,NA,NA,3,07,7336,WD,Normal,222444
726,73,RL,51,2401,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2,8,7332,7332,Gable,CompShg,VinylSd,VinylSd,Stone,97,Gd,TA,PConc,Gd,TA,Av,GLQ,271,Unf,3,839,0747,GasA,Ex,Y,SBrkr,0747,3,3,0747,0,3,7,3,7,0,Gd,5,Typ,3,NA,Attchd,7332,RFn,7,547,TA,TA,Y,047,3,3,3,3,3,NA,NA,NA,3,7,7336,WD,Normal,350944
725,63,RL,98,00128,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,8,8,0689,0689,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,TA,TA,CBlock,TA,TA,No,Unf,3,Unf,3,0891,0891,GasA,TA,Y,SBrkr,0225,3,3,0225,0,3,7,3,1,7,TA,6,Typ,3,NA,Detchd,0659,Unf,4,999,TA,TA,Y,3,78,3,3,3,3,NA,NA,NA,3,2,7336,COD,Abnorml,334444
714,43,RM,87,5713,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,0.5Fin,1,8,0678,0683,Gable,CompShg,MetalSd,MetalSd,None,3,TA,TA,CBlock,TA,TA,No,BLQ,087,Unf,3,579,293,GasA,TA,Y,FuseA,919,3,453,0739,3,3,0,3,7,0,TA,8,Typ,3,NA,Detchd,0657,Unf,7,846,TA,TA,Y,3,74,007,3,3,3,NA,NA,NA,3,0,7336,WD,Normal,341444
713,073,RL,46,8496,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,8,0668,0665,Gable,CompShg,CemntBd,CmentBd,None,3,Gd,TA,PConc,Gd,TA,No,GLQ,0093,Unf,3,108,0868,GasA,Ex,Y,SBrkr,0505,3,3,0505,0,3,7,3,7,0,Gd,8,Typ,0,TA,Attchd,0668,RFn,7,539,TA,TA,Y,742,087,3,3,3,3,NA,NA,NA,3,4,7303,WD,Normal,218944
712,93,RL,24,6863,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,2,8,7334,7334,Gable,CompShg,VinylSd,VinylSd,BrkFace,117,Gd,TA,PConc,Ex,TA,Av,GLQ,295,Unf,3,97,959,GasA,Ex,Y,SBrkr,0015,3,3,0015,0,3,7,3,4,0,Gd,5,Typ,0,Gd,Attchd,7334,Fin,7,149,TA,TA,Y,053,77,3,3,3,3,NA,NA,NA,3,8,7332,WD,Normal,367944
711,53,RL,28,00131,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2,8,0669,0666,Gable,CompShg,VinylSd,VinylSd,BrkFace,737,Gd,TA,PConc,Gd,TA,Av,ALQ,787,Unf,3,630,0084,GasA,Ex,Y,SBrkr,0084,929,3,7340,3,3,7,0,4,0,Gd,9,Typ,0,TA,Attchd,0669,Fin,7,810,TA,TA,Y,067,91,3,3,3,3,NA,NA,NA,3,2,7339,WD,Normal,222944
710,73,RL,93,03333,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,8,5,0650,0694,Hip,CompShg,HdBoard,HdBoard,None,3,TA,TA,CBlock,TA,TA,No,BLQ,861,Unf,3,723,951,GasA,Ex,Y,SBrkr,0011,3,3,0011,0,3,0,3,4,0,TA,5,Typ,0,TA,Attchd,0650,RFn,0,751,TA,TA,Y,058,3,3,3,3,3,NA,GdWo,Shed,133,4,7336,WD,Normal,313044
719,73,RL,NA,9629,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,8,8,0659,0659,Gable,CompShg,Plywood,Plywood,None,3,TA,TA,PConc,TA,TA,No,Unf,3,Unf,3,619,619,GasA,TA,Y,SBrkr,619,3,3,619,3,3,0,3,4,0,TA,5,Typ,3,NA,Attchd,0659,Unf,0,433,TA,TA,Y,012,3,3,3,3,3,NA,NA,NA,3,8,7332,WD,Family,346444
718,28,RM,53,03933,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,7.5Unf,2,2,0601,0623,Gable,CompShg,Persona1,Persona1,None,3,TA,TA,BrkTil,Gd,TA,Mn,Rec,463,Unf,3,163,993,GasW,Fa,N,SBrkr,993,999,3,0259,3,3,0,0,7,0,TA,5,Typ,7,TA,Detchd,0601,Unf,7,473,TA,TA,N,3,410,3,3,3,3,NA,NA,NA,3,03,7335,WD,Normal,381444
717,63,RL,53,9811,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,1,0683,0683,Gable,CompShg,Stucco,Stone,None,3,TA,TA,CBlock,NA,NA,NA,NA,3,NA,3,3,3,GasA,Gd,N,FuseF,0313,3,3,0313,3,3,7,3,7,7,TA,5,Typ,3,NA,Detchd,0616,Unf,7,133,TA,TA,Y,3,3,3,3,3,3,NA,NA,NA,3,2,7335,WD,Normal,51944
716,53,RL,27,03154,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,9,8,7338,7338,Gable,CompShg,VinylSd,VinylSd,None,3,Gd,TA,PConc,Gd,TA,No,Unf,3,Unf,3,964,964,GasA,Ex,Y,SBrkr,630,633,3,0930,3,3,7,0,4,0,Gd,9,Typ,0,Gd,Attchd,7338,Fin,4,933,TA,TA,Y,3,005,3,3,3,3,NA,NA,NA,3,5,7335,WD,Normal,215544
